name,oracle_text,oracleid,tag,type_line
Silkwrap,"When Silkwrap enters the battlefield, exile target creature with converted mana cost 3 or less an opponent controls until Silkwrap leaves the battlefield. (That creature returns under its owner's control.)",909becbc-1d84-4e94-b589-e58438569403,removal,Enchantment
Silumgar Assassin,"Creatures with power greater than Silumgar Assassin's power can't block it.
Megamorph {2}{B} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its megamorph cost and put a +1/+1 counter on it.)
When Silumgar Assassin is turned face up, destroy target creature with power 3 or less an opponent controls.",f496e8cb-1d79-4a78-be15-fdb7e3d0de71,removal,Creature — Human Assassin
Silumgar Butcher,"Exploit (When this creature enters the battlefield, you may sacrifice a creature.)
When Silumgar Butcher exploits a creature, target creature gets -3/-3 until end of turn.",77216efa-4f34-4534-9df3-918f0b888ce1,removal,Creature — Zombie Djinn
Silumgar's Command,"Choose two —
• Counter target noncreature spell.
• Return target permanent to its owner's hand.
• Target creature gets -3/-3 until end of turn.
• Destroy target planeswalker.",7052fbd6-94df-41a9-a382-641701086804,removal,Instant
Silverchase Fox,"{1}{W}, Sacrifice Silverchase Fox: Exile target enchantment.",f277b082-dfc8-45c6-bab5-b63cd218224c,removal,Creature — Fox
Silverclad Ferocidons,"Enrage — Whenever Silverclad Ferocidons is dealt damage, each opponent sacrifices a permanent.",b3aa5889-0d98-4a8c-a8b1-ada1e9b169e1,removal,Creature — Dinosaur
Silverstrike,Destroy target attacking creature. You gain 3 life.,8652fa06-33dc-4fe5-90cb-83cbfe5c681b,removal,Instant
Simic Charm,"Choose one —
• Target creature gets +3/+3 until end of turn.
• Permanents you control gain hexproof until end of turn.
• Return target creature to its owner's hand.",c767aa2e-0a95-401f-8e36-d90a87648eab,removal,Instant
Simplify,Each player sacrifices an enchantment.,853cac98-34dc-471f-af87-1a94b0022b67,removal,Sorcery
Singing Bell Strike,"Enchant creature
When Singing Bell Strike enters the battlefield, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.
Enchanted creature has ""{6}: Untap this creature.""",dad07f8c-1f24-4f56-b8a6-7c4b82e27e0f,removal,Enchantment — Aura
Sinister Concoction,"{B}, Pay 1 life, Put the top card of your library into your graveyard, Discard a card, Sacrifice Sinister Concoction: Destroy target creature.",ffc3beec-6485-428d-a251-fa0bc21263a5,removal,Enchantment
Sinkhole,Destroy target land.,5a46ad2a-35b1-4dd5-b7c3-fec36b7c67ab,removal,Sorcery
Sip of Hemlock,Destroy target creature. Its controller loses 2 life.,861096be-dbb3-429e-820f-d82f6ed2aa24,removal,Sorcery
Sisters of Stone Death,"{G}: Target creature blocks Sisters of Stone Death this turn if able.
{B}{G}: Exile target creature blocking or blocked by Sisters of Stone Death.
{2}{B}: Put a creature card exiled with Sisters of Stone Death onto the battlefield under your control.",38e64b15-47c0-4453-a51e-a53c1aebc8d0,removal,Legendary Creature — Gorgon
Skarrgan Hellkite,"Riot (This creature enters the battlefield with your choice of a +1/+1 counter or haste.)
Flying
{3}{R}: Skarrgan Hellkite deals 2 damage divided as you choose among one or two targets. Activate this ability only if Skarrgan Hellkite has a +1/+1 counter on it.",bfbe28a2-b656-4575-8b7e-9dbc22f8d4bc,removal,Creature — Dragon
Skeleton Ship,"When you control no Islands, sacrifice Skeleton Ship.
{T}: Put a -1/-1 counter on target creature.",8c85887d-5935-46ec-a075-dc9f5133bb96,removal,Legendary Creature — Skeleton
Skinrender,"When Skinrender enters the battlefield, put three -1/-1 counters on target creature.",c5c225a6-6a5e-4905-9412-dad15ba645b4,removal,Creature — Zombie
Skinthinner,"Morph {3}{B}{B} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)
When Skinthinner is turned face up, destroy target nonblack creature. It can't be regenerated.",c4dee5fe-36f0-4155-9437-2c0504feba2c,removal,Creature — Zombie
Skirk Commando,"Whenever Skirk Commando deals combat damage to a player, you may have it deal 2 damage to target creature that player controls.
Morph {2}{R} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)",c92f1d40-0441-4ede-9363-78821ff15f88,removal,Creature — Goblin
Skirsdag Flayer,"{3}{B}, {T}, Sacrifice a Human: Destroy target creature.",38ea058d-f8cd-4bd9-9142-8f0d3d56d571,removal,Creature — Human Cleric
Skulduggery,"Until end of turn, target creature you control gets +1/+1 and target creature an opponent controls gets -1/-1.",9100530e-2bd0-487e-a4eb-13dabd55b678,removal,Instant
Skullmane Baku,"Whenever you cast a Spirit or Arcane spell, you may put a ki counter on Skullmane Baku.
{1}, {T}, Remove X ki counters from Skullmane Baku: Target creature gets -X/-X until end of turn.",74466fa6-34d9-42f9-8590-c7f1fa672bf5,removal,Creature — Spirit
Skybind,"Constellation — Whenever Skybind or another enchantment enters the battlefield under your control, exile target nonenchantment permanent. Return that card to the battlefield under its owner's control at the beginning of the next end step.",13d34f21-f0ce-4e59-ac3e-6635bf7292d3,removal,Enchantment
Skymark Roc,"Flying
Whenever Skymark Roc attacks, you may return target creature defending player controls with toughness 2 or less to its owner's hand.",b7564801-e35c-4d5c-afa9-99b33b35309c,removal,Creature — Bird
Skyshooter,"Reach (This creature can block creatures with flying.)
{T}, Sacrifice Skyshooter: Destroy target attacking or blocking creature with flying.",9c5a3407-e3e6-4f5f-9c24-6f24c19e1a2e,removal,Creature — Centaur Archer
Skyshroud Archer,{T}: Target creature with flying gets -1/-1 until end of turn.,42641a05-a6b6-4856-a72c-54181b97c190,removal,Creature — Elf Archer
Skywhaler's Shot,Destroy target creature with power 3 or greater. Scry 1.,f3d4e48e-5f98-44a6-ad5c-a1c068aa01eb,removal,Instant
Slaughter,"Buyback—Pay 4 life. (You may pay 4 life in addition to any other costs as you cast this spell. If you do, put this card into your hand as it resolves.)
Destroy target nonblack creature. It can't be regenerated.",37de575d-15d4-42a2-a3d2-3855fb6ab110,removal,Instant
Slaughter Pact,"Destroy target nonblack creature.
At the beginning of your next upkeep, pay {2}{B}. If you don't, you lose the game.",67c4b1d5-757c-46cf-8bb1-9889d9ed1a1f,removal,Instant
Slave of Bolas,Gain control of target creature. Untap that creature. It gains haste until end of turn. Sacrifice it at the beginning of the next end step.,07190a8b-2a59-45b3-9fbf-505161698a9c,removal,Sorcery
Slay,"Destroy target green creature. It can't be regenerated.
Draw a card.",64418e1f-4fb1-4029-a31e-135b2d2c0ab9,removal,Instant
Slayer of the Wicked,"When Slayer of the Wicked enters the battlefield, you may destroy target Vampire, Werewolf, or Zombie.",d93299d4-3aaf-48fb-8227-26203963c8b9,removal,Creature — Human Soldier
Slice in Twain,"Destroy target artifact or enchantment.
Draw a card.",a96d0065-b8c1-4843-8752-dce60bf83545,removal,Instant
Slingbow Trap,"If a black creature with flying is attacking, you may pay {G} rather than pay this spell's mana cost.
Destroy target attacking creature with flying.",66ce0ae5-7000-4e4a-891f-f571f0e58cd7,removal,Instant — Trap
Slithery Stalker,"Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.)
When Slithery Stalker enters the battlefield, exile target green or white creature an opponent controls.
When Slithery Stalker leaves the battlefield, return the exiled card to the battlefield under its owner's control.",0c31edd0-a471-4994-8209-b0a7370fc27b,removal,Creature — Nightmare Horror
Sluiceway Scorpion,"Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
Scavenge {1}{B}{G} ({1}{B}{G}, Exile this card from your graveyard: Put a number of +1/+1 counters equal to this card's power on target creature. Scavenge only as a sorcery.)",bb5ea7c7-741a-4edd-9696-b9881b70afe0,removal,Creature — Scorpion
Smash,"Destroy target artifact.
Draw a card.",1602f8c7-fe00-4bc9-b4fc-b26b7223ac75,removal,Instant
Smash to Smithereens,Destroy target artifact. Smash to Smithereens deals 3 damage to that artifact's controller.,e0583f29-c344-4b56-b0dc-bef1089a95c7,removal,Instant
Smelt,Destroy target artifact.,b5f4b732-099c-46e7-a03d-d8e4c78245b8,removal,Instant
Smite,Destroy target blocked creature.,367379f2-e1e4-48e7-b2c0-1003de55adbe,removal,Instant
Smite the Monstrous,Destroy target creature with power 4 or greater.,649512ed-4908-450a-9652-b2c80df5e24d,removal,Instant
Smother,Destroy target creature with converted mana cost 3 or less. It can't be regenerated.,acdf9fb0-96eb-4520-bd4b-b6480c7c9b29,removal,Instant
Snakeform,"Until end of turn, target creature loses all abilities and becomes a green Snake with base power and toughness 1/1.
Draw a card.",76ae07ce-ca0c-4308-b8bd-d999eea0a65f,removal,Instant
Snap,Return target creature to its owner's hand. Untap up to two lands.,ac914d98-221e-426c-8a50-342896b15f9e,removal,Instant
Snapback,"You may exile a blue card from your hand rather than pay this spell's mana cost.
Return target creature to its owner's hand.",e88de17c-086d-4e2a-b5b2-2f9f57ca7c0f,removal,Instant
Snuff Out,"If you control a Swamp, you may pay 4 life rather than pay this spell's mana cost.
Destroy target nonblack creature. It can't be regenerated.",324824cb-f938-401c-b9b5-d8908b431ef0,removal,Instant
Soldier Replica,"{1}{W}, Sacrifice Soldier Replica: It deals 3 damage to target attacking or blocking creature.",702693f0-09f6-4f19-8dc9-6b31641e3347,removal,Artifact Creature — Soldier
Solemn Offering,Destroy target artifact or enchantment. You gain 4 life.,aff51c27-fb61-41b3-a7ea-7092cd280c63,removal,Sorcery
Soltari Guerrillas,"Shadow (This creature can block or be blocked by only creatures with shadow.)
{0}: The next time Soltari Guerrillas would deal combat damage to an opponent this turn, it deals that damage to target creature instead.",37da03c2-c03e-453c-8fbf-e1039faceb8c,removal,Creature — Soltari Soldier
Soltari Visionary,"Shadow (This creature can block or be blocked by only creatures with shadow.)
Whenever Soltari Visionary deals damage to a player, destroy target enchantment that player controls.",7971f5c2-97b7-441f-ad77-954f43ede0a1,removal,Creature — Soltari Cleric
Song of the Dryads,"Enchant permanent
Enchanted permanent is a colorless Forest land.",7c3944fa-7c86-4979-85a9-86196aa94594,removal,Enchantment — Aura
Soratami Mirror-Mage,"Flying
{3}, Return three lands you control to their owner's hand: Return target creature to its owner's hand.",03e1cdd5-b687-4dc0-967e-244b70f5ed15,removal,Creature — Moonfolk Wizard
"Sorin, Lord of Innistrad","+1: Create a 1/1 black Vampire creature token with lifelink.
−2: You get an emblem with ""Creatures you control get +1/+0.""
−6: Destroy up to three target creatures and/or other planeswalkers. Return each card put into a graveyard this way to the battlefield under your control.",5c780dda-ee76-482a-a610-53c321c4fdec,removal,Legendary Planeswalker — Sorin
Sorin's Thirst,Sorin's Thirst deals 2 damage to target creature and you gain 2 life.,ff27ff37-96c0-41af-8881-a078e884e67b,removal,Instant
"Sosuke, Son of Seshiro","Other Snake creatures you control get +1/+0.
Whenever a Warrior you control deals combat damage to a creature, destroy that creature at end of combat.",54856e0f-3264-4f56-a7e0-0160a7b07e3d,removal,Legendary Creature — Snake Warrior
Soul Manipulation,"Choose one or both —
• Counter target creature spell.
• Return target creature card from your graveyard to your hand.",419c2ae1-fec7-4c27-a7a0-99f777abb4de,removal,Instant
Soul Nova,Exile target attacking creature and all Equipment attached to it.,30dc2a1a-c17e-4e95-9dd8-d0e9be1dcd77,removal,Instant
Soul Reap,Destroy target nongreen creature. Its controller loses 3 life if you've cast another black spell this turn.,d65f701d-31a1-4275-a580-3e1799ebf8b9,removal,Sorcery
Soul Rend,"Destroy target creature if it's white. A creature destroyed this way can't be regenerated.
Draw a card at the beginning of the next turn's upkeep.",80d233cc-7748-41a2-bfd6-2189d0136900,removal,Instant
Soul Sculptor,"{1}{W}, {T}: Target creature becomes an enchantment and loses all abilities until a player casts a creature spell.",d407abd0-69a9-405d-ab69-75b379a45780,removal,Creature — Human
Soul's Fire,Target creature you control deals damage equal to its power to any target.,62d7ed6e-c386-477e-b155-982c3790f842,removal,Instant
Soul Snare,"{W}, Sacrifice Soul Snare: Exile target creature that's attacking you or a planeswalker you control.",52bd4331-67b6-4eb8-9566-e00359889fc6,removal,Enchantment
Soul Tithe,"Enchant nonland permanent
At the beginning of the upkeep of enchanted permanent's controller, that player sacrifices it unless they pay {X}, where X is its converted mana cost.",60ff5af4-eb95-4544-9f63-d42c22112486,removal,Enchantment — Aura
Southern Paladin,"{W}{W}, {T}: Destroy target red permanent.",cab96aa8-13e3-4dd4-9d44-9e298f807388,removal,Creature — Human Knight
Sowing Salt,"Exile target nonbasic land. Search its controller's graveyard, hand, and library for all cards with the same name as that land and exile them. Then that player shuffles their library.",131d2b70-959d-4814-b0c8-38031f141718,removal,Sorcery
Spark Harvest,"As an additional cost to cast this spell, sacrifice a creature or pay {3}{B}.
Destroy target creature or planeswalker.",25756e33-25e5-4976-8cce-a39fa2c4b007,removal,Sorcery
Sparkmage's Gambit,Sparkmage's Gambit deals 1 damage to each of up to two target creatures. Those creatures can't block this turn.,c8df3d1f-130e-4391-9bec-3f2d345a13fb,removal,Sorcery
Spawn of Thraxes,"Flying
When Spawn of Thraxes enters the battlefield, it deals damage to any target equal to the number of Mountains you control.",52289774-d292-4028-91fb-8826fa004dc8,removal,Creature — Dragon
Spear of Heliod,"Creatures you control get +1/+1.
{1}{W}{W}, {T}: Destroy target creature that dealt damage to you this turn.",fd66aa66-75a2-41b6-8d57-dc4b9c221ccb,removal,Legendary Enchantment Artifact
Spell Crumple,"Counter target spell. If that spell is countered this way, put it on the bottom of its owner's library instead of into that player's graveyard. Put Spell Crumple on the bottom of its owner's library.",d4ab7848-5c37-4c6b-be29-0bb703333e5b,removal,Instant
Spell Queller,"Flash
Flying
When Spell Queller enters the battlefield, exile target spell with converted mana cost 4 or less.
When Spell Queller leaves the battlefield, the exiled card's owner may cast that card without paying its mana cost.",135135f2-1643-40db-91f2-bb7b956d212c,removal,Creature — Spirit
Spinal Villain,{T}: Destroy target blue creature.,990c0359-c2d6-4a3c-aa0b-1904da805e15,removal,Creature — Beast
Spine of Ish Sah,"When Spine of Ish Sah enters the battlefield, destroy target permanent.
When Spine of Ish Sah is put into a graveyard from the battlefield, return Spine of Ish Sah to its owner's hand.",02f062f5-8012-4440-ac12-49fc49822106,removal,Artifact
Spin into Myth,"Put target creature on top of its owner's library, then fateseal 2. (To fateseal 2, look at the top two cards of an opponent's library, then put any number of them on the bottom of that player's library and the rest on top in any order.)",4a4cf6e2-8673-45b8-bc21-cd030f312cd1,removal,Instant
Spinning Darkness,"You may exile the top three black cards of your graveyard rather than pay this spell's mana cost.
Spinning Darkness deals 3 damage to target nonblack creature. You gain 3 life.",69eeee95-cc69-41d1-833b-8895ef72df82,removal,Instant
Spiteful Blow,Destroy target creature and target land.,25a20f94-1703-4bcd-862d-f2db7014ba90,removal,Sorcery
Spitting Earth,Spitting Earth deals damage to target creature equal to the number of Mountains you control.,0c3bf4e1-d91e-4dd3-a800-e40971222c71,removal,Sorcery
Splendid Agony,Distribute two -1/-1 counters among one or two target creatures.,e9958344-13d5-4f7b-acc8-904e5d99b90e,removal,Instant
Splinter,"Exile target artifact. Search its controller's graveyard, hand, and library for all cards with the same name as that artifact and exile them. Then that player shuffles their library.",90f01e9f-68f1-4e41-97dc-8de990a91504,removal,Sorcery
Spreading Flames,Spreading Flames deals 6 damage divided as you choose among any number of target creatures.,95bedd11-ed01-4cb1-bcdb-c5f9fdba8c79,removal,Instant
Spread the Sickness,"Destroy target creature, then proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)",142af8f1-6d6b-4043-8cc4-6632481972c1,removal,Sorcery
Springsage Ritual,Destroy target artifact or enchantment. You gain 4 life.,14945b80-10ec-4205-98df-cc3e119ca57c,removal,Instant
Sprouting Renewal,"Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
Choose one —
• Create a 2/2 green and white Elf Knight creature token with vigilance.
• Destroy target artifact or enchantment.",674202f0-6832-4392-a118-d513162bcd03,removal,Sorcery
Spurnmage Advocate,{T}: Return two target cards from an opponent's graveyard to their hand. Destroy target attacking creature.,0477b923-9f32-4e7f-ac08-c715cca819a4,removal,Creature — Human Nomad
Stabbing Pain,Target creature gets -1/-1 until end of turn. Tap that creature.,604ad5b3-7f11-455e-9442-65b7484238e5,removal,Instant
Stab Wound,"Enchant creature
Enchanted creature gets -2/-2.
At the beginning of the upkeep of enchanted creature's controller, that player loses 2 life.",aad212b2-57ba-4e70-869b-636842eb7a88,removal,Enchantment — Aura
Stalking Assassin,"{3}{U}, {T}: Tap target creature.
{3}{B}, {T}: Destroy target tapped creature.",12117089-67f7-4d0e-88db-82b27a4c7cdc,removal,Creature — Human Assassin
Starfall,"Starfall deals 3 damage to target creature. If that creature is an enchantment, Starfall deals 3 damage to that creature's controller.",b2c840a7-24b4-4ae3-a13f-ed524e18d488,removal,Instant
Starke of Rath,{T}: Destroy target artifact or creature. That permanent's controller gains control of Starke of Rath. (This effect lasts indefinitely.),07bc407e-7ba1-45aa-a562-0597ebe56044,removal,Legendary Creature — Human Rogue
Stasis Cell,"Enchant creature
Enchanted creature doesn't untap during its controller's untap step.
{3}{U}: Attach Stasis Cell to target creature.",8b2ba6f8-1060-4167-9941-3ab7bd4e0ca8,removal,Enchantment — Aura
Stasis Snare,"Flash (You may cast this spell any time you could cast an instant.)
When Stasis Snare enters the battlefield, exile target creature an opponent controls until Stasis Snare leaves the battlefield. (That creature returns under its owner's control.)",6a83768e-672e-4fec-8931-853f5e96d43d,removal,Enchantment
Steadfast Armasaur,"Vigilance
{1}{W}, {T}: Steadfast Armasaur deals damage equal to its toughness to target creature blocking or blocked by it.",dc0bd3a3-f34e-4d81-b9e8-b172b005d671,removal,Creature — Dinosaur
Steal Strength,Target creature gets +1/+1 until end of turn. Another target creature gets -1/-1 until end of turn.,e67434e6-5408-416a-be19-64291fca8e3e,removal,Instant
Steam Catapult,"{T}: Destroy target tapped creature. Activate this ability only during your turn, before attackers are declared.",b6ea0c70-022a-43e4-aa40-3dc6a8b3b21e,removal,Creature — Human Soldier
Steamcore Weird,"When Steamcore Weird enters the battlefield, if {R} was spent to cast it, it deals 2 damage to any target.",e8f6caf4-4c6c-468a-9388-88c323ffe30b,removal,Creature — Weird
Steam Vines,"Enchant land
When enchanted land becomes tapped, destroy it and Steam Vines deals 1 damage to that land's controller. That player attaches Steam Vines to a land of their choice.",1e687c04-b573-425d-b2d1-0e0cbe02bb52,removal,Enchantment — Aura
Steelbane Hydra,"Steelbane Hydra enters the battlefield with X +1/+1 counters on it.
{2}{G}, Remove a +1/+1 counter from Steelbane Hydra: Destroy target artifact or enchantment.",e38e3723-05f5-4a51-8364-1cda19f9cc49,removal,Creature — Turtle Hydra
Steel Sabotage,"Choose one —
• Counter target artifact spell.
• Return target artifact to its owner's hand.",0e71fc56-0332-4e5e-8658-9257cc0d8a1d,removal,Instant
Stern Proctor,"When Stern Proctor enters the battlefield, return target artifact or enchantment to its owner's hand.",5120bfdc-7201-420d-85a1-eeb4aba6632b,removal,Creature — Human Wizard
Stingerfling Spider,"Reach
When Stingerfling Spider enters the battlefield, you may destroy target creature with flying.",056770e2-8ab7-424d-a2d8-7be6d6cc73f1,removal,Creature — Spider
Stinging Shot,"Put three -1/-1 counters on target creature with flying.
Cycling {2} ({2}, Discard this card: Draw a card.)",7fd7d20d-d44c-443c-a2cf-320f39a3bec4,removal,Instant
Stingmoggie,"Stingmoggie enters the battlefield with two +1/+1 counters on it.
{3}{R}, Remove a +1/+1 counter from Stingmoggie: Destroy target artifact or land.",e868028f-4c6f-43d1-9cc6-6f3ce2df2ec3,removal,Creature — Elemental
Stingscourger,"Echo {3}{R} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)
When Stingscourger enters the battlefield, return target creature an opponent controls to its owner's hand.",3e8d1051-1739-4a10-9cef-78f7333b4979,removal,Creature — Goblin Warrior
Stomp and Howl,Destroy target artifact and target enchantment.,7cc809ed-5ce1-40d1-896d-014ca8e2b5a6,removal,Sorcery
Stone Catapult,"{T}: Destroy target tapped nonblack creature. Activate this ability only during your turn, before attackers are declared.",c3ead850-3f22-4edb-ac96-40abbdf27905,removal,Creature — Human Soldier
Stonefury,Stonefury deals damage to target creature equal to the number of lands you control.,577554de-78c3-4fa2-a866-06b80280bc97,removal,Instant
Stone Rain,Destroy target land.,6e880df6-fc00-43d2-a9c8-f575f40b78c6,removal,Sorcery
Stormscape Battlemage,"Kicker {W} and/or {2}{B} (You may pay an additional {W} and/or {2}{B} as you cast this spell.)
When Stormscape Battlemage enters the battlefield, if it was kicked with its {W} kicker, you gain 3 life.
When Stormscape Battlemage enters the battlefield, if it was kicked with its {2}{B} kicker, destroy target nonblack creature. That creature can't be regenerated.",38ee748d-adcd-41df-9b23-d2a34829784c,removal,Creature — Metathran Wizard
Storm the Citadel,"Until end of turn, creatures you control get +2/+2 and gain ""Whenever this creature deals combat damage to a player or planeswalker, destroy target artifact or enchantment defending player controls.""",bd4810a4-8f86-4d1c-82f1-cbcd7e9479d6,removal,Sorcery
Strafe,Strafe deals 3 damage to target nonred creature.,6ac7990b-b86e-4725-974c-d6affa2af2f9,removal,Sorcery
Strangling Soot,"Destroy target creature with toughness 3 or less.
Flashback {5}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",6c9d3ad0-1ede-41de-a1b4-15de9c728216,removal,Instant
Stream of Acid,Destroy target land or nonblack creature.,1b9c9083-62c3-46fd-a2a0-6de7de88a3c3,removal,Sorcery
Street Sweeper,"Whenever Street Sweeper attacks, destroy all Auras attached to target land.",613d1a33-9fe5-48db-8277-955a055a787e,removal,Artifact Creature — Construct
Strip Bare,Destroy all Auras and Equipment attached to target creature.,957e8ded-90e7-4bc6-98c1-eb6af1fd0ce5,removal,Instant
Strip Mine,"{T}: Add {C}.
{T}, Sacrifice Strip Mine: Destroy target land.",d21a89eb-7c5b-459a-acc7-12b20b13bf79,removal,Land
Stronghold Assassin,"{T}, Sacrifice a creature: Destroy target nonblack creature.",35826db0-b6ff-47b5-be16-c5b878d9e842,removal,Creature — Zombie Assassin
Structural Collapse,Target player sacrifices an artifact and a land. Structural Collapse deals 2 damage to that player.,de97ec82-d09d-440e-8c7d-a3f0fb552418,removal,Sorcery
Structural Distortion,Exile target artifact or land. Structural Distortion deals 2 damage to that permanent's controller.,bf0b6800-8e6b-4ccd-8e4d-96e61342f981,removal,Sorcery
Submerge,"If an opponent controls a Forest and you control an Island, you may cast this spell without paying its mana cost.
Put target creature on top of its owner's library.",99427ebe-c00d-4206-84ca-9764f6e952c6,removal,Instant
Subtle Strike,"Choose one or both —
• Target creature gets -1/-1 until end of turn.
• Put a +1/+1 counter on target creature.",08122109-6287-4d78-9242-2da8a25022b0,removal,Instant
Sudden Death,"Split second (As long as this spell is on the stack, players can't cast spells or activate abilities that aren't mana abilities.)
Target creature gets -4/-4 until end of turn.",a3475ca6-d88e-4855-a554-1338624d1635,removal,Instant
Suffocating Blast,Counter target spell and Suffocating Blast deals 3 damage to target creature.,2a9d9433-7b0f-45a3-88aa-9fd7e410c224,removal,Instant
"Sun Ce, Young Conquerer","Horsemanship (This creature can't be blocked except by creatures with horsemanship.)
When Sun Ce, Young Conquerer enters the battlefield, you may return target creature to its owner's hand.",93b0185c-b86f-4137-bc6d-96212eee1708,removal,Legendary Creature — Human Soldier
Suncrusher,"Sunburst (This enters the battlefield with a +1/+1 counter on it for each color of mana spent to cast it.)
{4}, {T}, Remove a +1/+1 counter from Suncrusher: Destroy target creature.
{2}, Remove a +1/+1 counter from Suncrusher: Return Suncrusher to its owner's hand.",4e81ead0-df8b-4d9d-b1cb-d1d9dc503d4c,removal,Artifact Creature — Construct
Sunder from Within,Destroy target artifact or land.,09f75f28-09b9-4a6e-a1b0-671208d274d3,removal,Sorcery — Arcane
Sundering Growth,"Destroy target artifact or enchantment, then populate. (Create a token that's a copy of a creature token you control.)",a2a380d8-4df7-4357-862c-ed3fb795db6c,removal,Instant
Sundering Vitae,"Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
Destroy target artifact or enchantment.",132c8a62-00bc-4b89-b775-099d8909f200,removal,Instant
Sunder Shaman,"Sunder Shaman can't be blocked by more than one creature.
Whenever Sunder Shaman deals combat damage to a player, destroy target artifact or enchantment that player controls.",38b23fe1-0e76-494a-ad9b-bc22c7d21a5e,removal,Creature — Giant Shaman
Sunlance,Sunlance deals 3 damage to target nonwhite creature.,3c8cc7e2-7bff-46e0-bb5b-1e721a56a3ef,removal,Sorcery
Sunscape Battlemage,"Kicker {1}{G} and/or {2}{U} (You may pay an additional {1}{G} and/or {2}{U} as you cast this spell.)
When Sunscape Battlemage enters the battlefield, if it was kicked with its {1}{G} kicker, destroy target creature with flying.
When Sunscape Battlemage enters the battlefield, if it was kicked with its {2}{U} kicker, draw two cards.",c8fd2232-e499-4889-a2ca-e486ea87d02b,removal,Creature — Human Wizard
Sunscape Master,"{G}{G}, {T}: Creatures you control get +2/+2 until end of turn.
{U}{U}, {T}: Return target creature to its owner's hand.",e3be8e19-cec1-43ae-9e22-d7cb374570bb,removal,Creature — Human Wizard
Supplant Form,Return target creature to its owner's hand. You create a token that's a copy of that creature.,7e49f689-996a-477e-a327-32b69fbc0d85,removal,Instant
Surge of Righteousness,Destroy target black or red creature that's attacking or blocking. You gain 2 life.,5c9a2789-4b8c-4706-a95a-99561cd6d09c,removal,Instant
Surgespanner,"Whenever Surgespanner becomes tapped, you may pay {1}{U}. If you do, return target permanent to its owner's hand.",3f15349a-6ac6-4091-95a3-ae9f593e4650,removal,Creature — Merfolk Wizard
Surging Aether,"Ripple 4 (When you cast this spell, you may reveal the top four cards of your library. You may cast any revealed cards with the same name as this spell without paying their mana costs. Put the rest on the bottom of your library.)
Return target permanent to its owner's hand.",060b1a76-22a4-48a5-a353-4d0501367956,removal,Instant
Surrakar Banisher,"When Surrakar Banisher enters the battlefield, you may return target tapped creature to its owner's hand.",d48fd4b7-b60c-4932-abed-a8df1184db25,removal,Creature — Surrakar
Survey the Wreckage,Destroy target land. Create a 1/1 red Goblin creature token.,35df2d01-2f9f-49a7-8fa1-cfaa52e5c7b6,removal,Sorcery
Suspension Field,"When Suspension Field enters the battlefield, you may exile target creature with toughness 3 or greater until Suspension Field leaves the battlefield. (That creature returns under its owner's control.)",baf8310f-5baf-459e-95ae-6b43a1d47e24,removal,Enchantment
Swat,"Destroy target creature with power 2 or less.
Cycling {2} ({2}, Discard this card: Draw a card.)",7bb5c5af-6943-4958-a666-0c322d5b9f33,removal,Instant
Sweep Away,"Return target creature to its owner's hand. If that creature is attacking, you may put it on top of its owner's library instead.",c6901a89-ac7d-4797-a027-97bb1cf42e60,removal,Instant
Swift Reckoning,"Spell mastery — If there are two or more instant and/or sorcery cards in your graveyard, you may cast Swift Reckoning as though it had flash. (You may cast it any time you could cast an instant.)
Destroy target tapped creature.",82b0c006-bf58-4f05-8801-e5d2857a6fd6,removal,Sorcery
Swirling Torrent,"Choose one or both —
• Put target creature on top of its owner's library.
• Return target creature to its owner's hand.",70f44207-338e-4031-a093-f045e8d328b2,removal,Sorcery
Sword of Sinew and Steel,"Equipped creature gets +2/+2 and has protection from black and from red.
Whenever equipped creature deals combat damage to a player, destroy up to one target planeswalker and up to one target artifact.
Equip {2}",ccab4509-f189-4610-9597-547e7f6b0775,removal,Artifact — Equipment
Swords to Plowshares,Exile target creature. Its controller gains life equal to its power.,b1544f21-7e98-461b-aed5-e748b0168c52,removal,Instant
Sylvan Primordial,"Reach
When Sylvan Primordial enters the battlefield, for each opponent, destroy target noncreature permanent that player controls. For each permanent destroyed this way, search your library for a Forest card and put that card onto the battlefield tapped. Then shuffle your library.",52b88034-bf0f-4d29-b776-40ce421f1107,ramp,Creature — Avatar
Sylvan Reclamation,"Exile up to two target artifacts and/or enchantments.
Basic landcycling {2} ({2}, Discard this card: Search your library for a basic land card, reveal it, put it into your hand, then shuffle your library.)",aeec8e85-6571-4da6-8a48-f5d3985ca10b,removal,Instant
